number;category;answer;question;m;ignore
18367;POL;snoek,jan;persoonlijk adviseur Willem-Alexander en Maxima per 1-10-2013;3;
18368;POL;soeharto;voorganger Habibie als president Indonesie;2;
18369;POL;soekarnopetri;achtervoegsel van Indonesiche president Megawati;2;
18370;POL;solana;voorganger Robertson als secretaris-generaal NAVO tot 1999;2;
18371;POL;solberg;huidige premier van Noorwegen, sinds 2013, voornaam Erna;3;
18372;POL;someren,haya v.;eerste vrouwelijke partijvoorzitter (1969);3;
18373;POL;somoza;hoe heette in 1979 verdreven dictator van Nicaragua;2;
18374;POL;sorgdrager;1e vrouwelijke minister v. Justititie;2;
18375;POL;sorgdrager;met welke minister v. Justitie kwam Docters v.Leeuwen in aanvaring;2;
18376;POL;sorgdrager;"welke politica had bijnaam ""het meisje""";3;
18377;POL;south-carolina;"welke Am.staat heeft bijnaam ""Palmetto state""";3;
18378;POL;south-dakota;"welke Am.staat heeft bijnaam ""Mount Rushmore state""";3;
18379;POL;sp;"van welke partij is Jan de Wit, voorzitter Kamercommissie ""financiele crisis"" ";1;
18380;POL;spaak;2e secr.gen.vd NAVO v.1957-1961 was een Belg;2;
18381;POL;spanje;van welk land heet het parlement Cortes;3;
18382;POL;spanje;van welk land is Rajoy de premier (sinds 2011);2;
18383;POL;spd;tot welke politieke partij behoorden ex-bondskanseliers Schmidt en Schroder;1;
18384;POL;spekman;"wie had bijnaam ""sociale rambo""";3;
18385;POL;spekman,hans;wie was 2012-2017 voorzitter PvdA;2;
18386;POL;spencer;achternaam vd moeder vd Br.prins William;2;
18387;POL;spies;opvolger Donner als Min.van Binnenl.Zaken in kabinet Rutte-1;2;
18388;POL;spruijt,bart-jan;wie is voorzitter van de conservatieve Burke-stichting;3;
18389;POL;srilanka;van welk land was Bandaranaike de eerste vrouwelijke premier ter wereld;3;
18390;POL;staaij,vd;opvolger vd Vlies als fractievoorzittter SGP in 2e Kamer;2;
18391;POL;staal,boele;CvdK Utrecht 1998-2007, voorzitter NVB 2007-2013 en lid SER sinds 2013;3;
18392;POL;stalin;opvolger Lenin;1;
18393;POL;starr,kenneth;openbare aanklager die illegale praktijken Clinton onderzocht;2;
18394;POL;stasi;binnenlandse veiligheidsorganisatie voormalige DDR;2;
18395;POL;state o/t union;Am.redevoering v.president,vergelijkbaar met Ned.troonrede;2;
18396;POL;stef blok;van 2010-2012 fractievoorzitter VVD 2e kamer, daarna Min.v.Wonen en Rijksdienst,Min.Veiligheid&Justitie en Buit.Zak.incl.voornaam;1;
18397;POL;steinmeier;politiek leider Du.SDP die 2009 slechtste verkiezingsres.ooit haalde;2;
18398;POL;stekelenburg;opvolger Pont als voorzitter FNV;3;
18399;POL;stekelenburg;tweelingbroers, geb.1941, Jan=sportverslaggever, Johan (overleden) = politicus;1;
18400;POL;stekelenburg;voorganger Lodewijk de Waal als voorzitter FNV;2;
18401;POL;stientje v. veldhoven;kabinet Rutte-3: staatssecretaris van Infrastructuur (incl. voornaam);3;
18402;POL;stikker,dirk;1e Ned.secr.-gen.vd NAVO (1961-1964);3;
18403;POL;stoetwegen,wittewaal v.;CHU-lid:nog een vrouw?We hebben de freule toch al?Wie was die freule. 2e vd dubbele naam om verwarring over beginletter te voorkomen;2;
18404;POL;stoltenberg;sinds 2014 secr.gen.NAVO;2;
18405;POL;stompie;Winnie Mandela wordt beschuldigd van moord op;2;
18406;POL;storting;hoe wordt het parlement van Noorwegen genoemd;3;
18407;POL;straatsburg;in welke stad is Europees Hof voor de rechten vd mens gevestigd;2;
18408;POL;strauss,franz-josef;slagerszoon uit Munchen leider CSU,overleden 1988;2;
18409;POL;tadic;sinds 2004 president v.Servie;3;
18410;POL;tahrirplein;welk plein in Cairo werd middelpunt van protest tegen president Moebarak 2011;3;
18411;POL;tajani;voorzitter Europees parlement van 2017-2019;2;
18412;POL;taliban;streng orthodoxe machthebbers in Afganistan van 1998 tot …;1;
18413;POL;tamara v. ark;kabinet Rutte-3: staatssecretaris van Sociale Zaken (incl. voornaam);3;
18414;POL;taximplein;welk plein in Istanbul werd middelpunt van protest tegen president Erdogan 2013;3;
18415;POL;teeven,fred;opvolger Fortuyn als politiek leider Leefbaar Nederland;2;
18416;POL;tennesee;"welke Am.staat heeft bijnaam ""Volunteer state""";3;
18417;POL;teresa may;opvolger Cameron als prime-minister van Engeland/GB, incl.voornaam;2;
18418;POL;terlouw;wie was v. 1991-1996 CvdK van Gelderland;2;
18419;POL;terpstra;"welke politica had bijnaam ""dikkertje dap""";2;
18420;POL;texas;"welke Am.staat heeft bijnaam ""Lone Star state""";3;
18421;POL;thatcher;1e vrouwelijke premier/regeringsleider van een Europees land (1979);2;
18422;POL;thatcher;"welke Eng. politica had bijnaam ""attila the hen""";2;
18423;POL;thatcher,margaret;voorganger van John Major als premier v. Engeland;2;
18424;POL;thesaurier-generaal;titel/functie van de beheerder van 's lands schatkist;3;
18425;POL;thijn,v.ed;met wie was Eveline Herfkens van 1983-1990  getrouwd;3;
18426;POL;thijn,v.ed;Min.v.Binn.Zaken die in 1994 aftrad nav IRT-affaire;2;
18427;POL;thijn,v.ed;opvolger Wim Polak als burgemeester van Amsterdam;3;
18428;POL;thomassen;voorganger vd Louw als burgemeester van Rotterdam;3;
18429;POL;thorbecke;oprichter v.d. liberalen;2;
18430;POL;tibetaans;van welk volk is de Dalai Lama geestelijk en politiek leider;2;
18431;POL;tichelaar;commissaris vd koning in Drenthe van ….tot …..;2;
18432;POL;tichelaar;opvolger van Relus ter Beek als Commissaris vd Koningin in Drenthe;2;
18433;POL;tien;welk nummer heeft ambtswoning Britse premier in Downing Street;2;
18434;POL;tilburg;van welke gemeente was Ruud Vreeman burgemeester 2004-2009;3;
18435;POL;tillerson;Am.  Minister Buit.Zaken VS van 2017-2018 tijdens presidentschap Trump ;2;
18436;POL;timoschenko;"welke politica had bijnaam ""mooie joelia"", maar ook ""ijzeren joelia"" ";3;
18437;POL;tito;onder welke naam is Josip Broz algemeen bekend;2;
18438;POL;tories;bijnaam van de Engelse conservatieven;2;
18439;POL;trierweiler;partner/vriendin van Hollande, die begin 2014 uit elkaar gingen na affaire v.Hollande m.actrice;3;
18440;POL;trudeau;sinds 2016 premier v. Canada;3;
18441;POL;tsjechie;van welk land is Milos Zeman staatshoof (premier/president);3;
18442;POL;tsvangirai;Mugabe is president v.Zimbabwe, maar wie is minister-president;3;
18443;POL;tudjman;president Kroatie tijdens oorlog met Servie, overleden 1999;2;
18444;POL;tupomaros;welke beweging voerde gijzeling in Peru 1997 uit;3;
18445;POL;turkije;v.welk land is Abdullah Gul president;2;
18446;POL;tusk;opvolger van Herman v.Rompuy als president EU;2;
18447;POL;tutu;bisschop Zuid-Afrika, die verzoening blank en zwart nastreeft;2;
18448;POL;tutu;voorganger v.prinses Mabel als directeur v. The Elders;3;
18449;POL;uhm,peter van;opvolger Dick Berlijn als Commandant der Strijdkrachten;3;
18450;POL;uitvoerende;3 machten in rechtsstaat:wetgevende,rechterlijke en ..;2;
18451;POL;umar,ebru;Ned.-Turkse columniste v.Metro die weg.kritiek op Erdogan april 2016 in Turkije vastzat;3;
18452;POL;ump;partij vd Fr.president Sarkozy (union mouvement populaire);3;
18453;POL;unicef;kinderfonds van de VN;1;
18454;POL;unionisten;naam voor de liberale volgelingen van Chamberlain;3;
18455;POL;uri rosenthal;minister v.Buitenl.Zaken in kabinet Rutte-1,incl.voornaam;2;
18456;POL;uribe;president van Colombia;3;
18457;POL;utah;"welke Am.staat heeft bijnaam ""Beehive state""";3;
18458;POL;utah;"welke Am.staat heeft bijnaam ""Mormon state""";3;
18459;POL;utrecht;van welke provincie is Hans Oosters sinds 2019 CvdK;2;
18460;POL;utrecht;van welke stad was Opstelten burgemeester voor Rotterdam;2;
18461;POL;vajpayee;premier van India 1998-, voorganger v. Singh;3;
18462;POL;veerman,cees;minister van Landbouw in kabinet Balkenende-2,daarna (2007)voorz.Natuurmonumenten;2;
18463;POL;veil,simone;in 2018 overleden Fr. politica, van 1979-1982 1e vrouwelijke voorzitter Eur. Parlement;3;
18464;POL;veldhoven,v.;kabinet Rutte-3: staatssecretaris van Infrastructuur;3;
18465;POL;veldhuizen v.zanten;staatssecretaris v.Volksgezondheid in kabinet Rutte-1;3;
18466;POL;veling,kars;"in 2002 ""ontslagen"" fractievoorzitter Christenunie";3;
18467;POL;venezuela;van welk land is Nicolas Maduro de huidige (interim-)president 2016;2;
18468;POL;venezuela;van welk land was Chavez van 1999 tot zijn dood in 2013 president;2;
18469;POL;verbeek;commissaris koning flevoland sinds 2008;2;
18470;POL;verbeet;opvolger Weisglas als voorzitter 2e Kamer;2;
18471;POL;verbeet;voorganger v.Miltenburg als voorzitter 2e Kamer;2;
18472;POL;verburg;minister v. Landbouw in kabinet Balkenende-4;2;
18473;POL;verdaas;staatssecretaris v.Economische Zaken in kabinet Rutte-2;3;
18474;POL;verdonk,rita;minister Vreemdelingenzaken en Integratie in kabinet Balkenende-2;3;
18475;POL;verdonk,rita;"uitspraak ""als ik Min.v.Verk.was geweest,waren de files nu een stuk korter";2;
18476;POL;verdonk,rita;"welke Ned. politica had bijnaam ""ijzeren rita""";1;
18477;POL;verdonk,rita;wie is de leider vd politieke beweging Trots op Nederland;1;
18478;POL;verhagen;minister v. Buit.Zaken in kabinet Balkenende-4, bijnamen betrouwbare rat en de Jezuiet;2;
18479;POL;verhagen;minister v.Economische Zaken in kabinet Rutte-1, bijnamen betrouwbare rat en de Jezuiet;2;
18480;POL;vermeend,willem;PVDA'er van 1994-2000 staatsecr. v. Financien, daarna minister Sociale Zaken in Kok-2,hoogleraar Univ.Maastricht en Open Univ.;3;
18481;POL;vermont;"welke Am.staat heeft bijnaam ""Green Mountain state""";3;
18482;POL;videla;WK-voetbal 78: protestgroep oa Freek de Jonge tegen dictator;2;
18483;POL;vijlbrief;sinds eind jan. 2020 mannelijke staatssecr. v. Fin. in kabinet Rutte-3 (opvolger Snel);3;
18484;POL;virginia;"welke Am.staat heeft bijnaam ""Old Dominion state""";3;
18485;POL;visser;kabinet Rutte-3: staatssecretaris van Defensie;3;
18486;POL;vladimir;1e voornaam Lenin;2;
18487;POL;vladimir;voornaam Poetin;1;
18488;POL;vlies,bas vd;"wie zei  ""als ik een mooie vrouw zie,kijk ik een andere kant op""";3;
18489;POL;vlies,vd;van 1986-2010 fractievoorzitter SGP in 2e kamer;2;
18490;POL;vnl;van welke politieke partij was Bram Moskowicz korte tijd leider (april 2015-januari 2016);2;
18491;POL;vogelaar;voorganger vd Laan als minister v. Wonen,Wijken en Integratie in kabinet Balkenende-4;2;
18492;POL;vollenhoven,pieter v.;1e burger die door een huwelijk lid werd van Ned.Koninklijk Huis;2;
18493;POL;vollenhoven,pieter v.;met wie is prinses Margriet getrouwd;1;
18494;POL;vonhoff;voorganger mw. Vos-v.Gortel als burgemeester v.Utrecht;2;
18495;POL;voorhoeve;minister van Defensie in kabinet Kok-1;3;
18496;POL;vos-v.gortel;voorganger Opstelten als burgemeester v.Utrecht;3;
18497;POL;vredeling;"van welke politicus is de uitspraak ""congressen kopen geen straaljagers"" (1975)";3;
18498;POL;vrom;"welk ministerie heeft leus ""Nederland is klein,denk groot""";2;
18499;POL;vvd;waarvan is de Teldersstichting het Wetenschappelijk Bureau;2;
18500;POL;wahid;voorganger Megawati als president van Indonesie;2;
18501;POL;wal,vd;VVD-voorzitter, benoemd 2017 na vertrek Keizer;3;
18502;POL;waldheim;van 1972-1981 (tot nu toe enige Oost.) secretaris-generaal vd VN;2;
18503;POL;walker;2e voornaam George Bush, president VS;1;
18504;POL;wallage;voorganger Rehwinkel als burgemeester van Groningen;3;
18505;POL;washington;"welke Am.staat heeft bijnaam ""Evergreen state""";3;
18506;POL;watergate;hoe wordt de affaire/het schandaal genoemd waardoor Nixon moest aftreden;1;
18507;POL;waterstaat;ministerie v.Infrastructuur en .. (sinds 2017 kabinet Rutte-3);2;
18508;POL;weekers;staatssecretaris v.Financien in kabinet Rutte-1 en 2,afgetreden nav fraude Bulgaren met huur-en zorgtoeslag;3;
18509;POL;weerwind,franc;opvolger Jorritsma als burgemeester v.Almere (sinds sep.2015);3;
18510;POL;weisglas;voorganger Verbeet als voorzitter 2e Kamer;1;
18511;POL;weisglas;"wie zei in interview tegen Cisca Dresselhuis ""ik vind u een takkenwijf""";3;
18512;POL;weizmann,chaim;1e Isr.premier Ben-Gurion,wie 1e president;3;
18513;POL;welten;opvolger Kuiper als politiechef Amsterdam;2;
18514;POL;werkgelegenheid;ministerie van Sociale Zaken en ..;2;
18515;POL;westerwelle;in 2009 benoemde vice-kanselier van Duitsland;3;
18516;POL;west-virginia;"welke Am.staat heeft bijnaam ""Mountain state""";3;
18517;POL;wetgevende;3 machten in rechtsstaat:rechterlijke,uitvoerende en ..;2;
18518;POL;widodo;president van Indonesie 2014-heden;2;
18519;POL;wiegel;opvolger Geertsema als partijleider VVD;2;
18520;POL;wiegel;"welke politicus had bijnaam ""het orakel van Diever"" ";1;
18521;POL;wiegel;"welke politicus kreeg bijnaam ""het orakel van Ljouwert""";3;
18522;POL;wielgus;Poolse aartsbisschop die beg.2007 ontslag nam weg.geh.dienst-verl.;2;
18523;POL;wiesenthal,simon;Isr.opspoorder van Du.oorlogsmisdadigers;2;
18524;POL;wijers,hans;minister van Economische Zaken in kabinet Kok-1 en tot 2012 topman van AKZO;3;
18525;POL;wijn,joop;staatssecretaris v. Financien in Balkenende-2,daarna Rabo,daarna ABNAMRO,tevens lid VNO/NCW;3;
18526;POL;wijnschenk;2002: eerst gekozen en 2 mnd.later weggestemde fractievoorz.LPF;3;
18527;POL;wilders;"welke politicus had bijnaam ""blonde dolly"" ";2;
18528;POL;wilders;"welke politicus had bijnaam ""mozart"" ";1;
18529;POL;wilders,geert;"over wie ""als je een hamer in je hand hebt,denk je dat alles een spijker is""";3;
18530;POL;william;oudste zoon v.prins Charles en Diana;2;
18531;POL;windsors;tot welk koningshuis behoort de huidige Eng.koningin Elisabeth;2;
18532;POL;wisconsin;"welke Am.staat heeft bijnaam ""Badger state""";3;
18533;POL;wolfowitz;directeur Wereldbank, 2007 in opspraak vw promotie/salarisverhoging vriendin en vw gaten in sokken bij entree moskee;2;
18534;POL;wolfsen;van 2008-2013 burgemeester Utrecht;2;
18535;POL;wopke hoekstra;kabinet Rutte-3: minister van Financien (incl. voornaam);1;
18536;POL;wouter koolmees;kabinet Rutte-3: minister van Sociale Zaken (incl. voornaam);2;
18537;POL;wyoming;"welke Am.staat heeft bijnaam ""Equality state""";3;
18538;POL;yasser;voornaam Arafat;1;
18539;POL;zaaijer,pien;persoonlijk adviseur (v) van koning Willem-Alexander en koningin Maxima;3;
18540;POL;zalm;min.Financien in kabinet Balkenende-2;1;
18541;POL;zalm;opvolger Dijkstal als partijleider VVD;1;
18542;POL;zalmsnip;jaarlijkse lastenverlichting Ned.huishoudens die miv 2005 werd afgeschaft;2;
18543;POL;zapatero;opvolger Aznar als premier van Spanje;2;
18544;POL;zapatero;voorganger Rajoy als premier van Spanje;3;
18545;POL;zeeland;van welke provincie is Han Polman sinds 2013 CvdK;2;
18546;POL;zevenentachtig;hoeveel dagen heeft het 1e kabinet Balkenende geregeerd;2;
18547;POL;zevenentwintig;hoeveel zetels kreeg Ned.in Eur.Parl.na verkiezingen juni 2004;2;
18548;POL;zijlstra;kabinet Rutte-3: minister van Buitenlandse Zaken;1;
18549;POL;zijlstra;staatsecretaris Onderwijs in Rutte-1 en fractievoorzitter VVD in 2e Kamer van 2012-2017;2;
18550;POL;zijlstra;Wim Kan: Jelle zal wel zien.Welke Jelle;2;
18551;POL;zimbabwe;van welk land was Mugabe de premier/president van 1980-2017;2;
18552;POL;zuidholland;v.welke provincie was Schelto Patijn ooit Comm.vd Koningin;2;
18553;POL;zuid-holland;van welke provincie is Jaap Smit sinds 2014 CvdK;2;
18554;POL;zuijlen,marjet v.;"wie schreef ""retour Nijmegen-den Haag""";3;
18555;POL;zuma;opvolger Mbeki als leider ANC en president Zuid-Afrika, voornaam Joseph;2;
18556;POL;zuma;voorganger Ramaphosa als president Zuid-Afrika;2;
18557;POL;zutphen,v.;Nationale Ombudsman, die 2016 de kinderombudsman niet wilde herbenoemen;3;
18558;REK;acht;400 g.meel kost EUR 16.Keuze:50% extra inhoud OF 50% korting op prijs.Hoeveel euro prijsverschil bij aankoop 1200 gr.;1;
18559;REK;acht;9 mensen hebben elk hetzelfde aantal euro's. Opgeteld een bedrag van 3 cijfers, 4 x 6. x=?;2;
18560;REK;acht;benzinetank v.e. tank wordt gevuld.Kosten 2160 EUR.Tank m.schaal 1:30. Hoev.eurocent kost dan volle brandstoftank;3;
18561;REK;acht;D,S,T samen 30 knikkers.S geeft 5 aan T,T geeft 4 aan D,D g.2 aan S,nu evenv.Hoeveel D.eerst;1;
18562;REK;acht;ik deel 40 snoepjes uit: 1 voor mij,1v.A,1v.B,1v.C,1v.mij.Hoeveel heb ik meer dan A ;1;
18563;REK;acht;muziekprogramma van 1/2 u. Hoeveel compl.nrs.kunnen w.gedraaid als elk nr.3 min.30 sec.duurt;1;
18564;REK;acht;repetitiecijfers 5,8,7,8,6. Wat moet je voor volg.rep.halen voor 7 gemiddeld;1;
18565;REK;acht;spook vertrekt om 3:15 u. uit spookhuis en komt om 10:30 terug, maar klok loopt achteruit. Tijd op klok?;2;
18566;REK;achtentachtig;in 1 u.bezoeken 400 m.concert.Entree 16,maar 65+ slechts 14.Opbrengst 6224.Hoeveel 65+;2;
18567;REK;achtenveertig;"enquete: 104 mensen ondervraagd.1/7e vd mannen en 1/8e vd vrouwen zei ""ja"".Hoev.vr.ondervr.";2;
18568;REK;achtenvijftig;magische boom m.OF 6 peren+3 appels OF 8 peren+4 appels. Er hangen 29 appels in tuin. Hoeveel peren;2;
18569;REK;achtenzestig;in zak m.2550 munten zitten evenveel munten van 1,2 en 5 eurocent. Hoeveel euro totaal;2;
18570;REK;achthonderdveerig;600 l.wijn wordt verdund.Op elke 5 delen wijn w.2 delen water toegevoegd.Hoev.lit.moet vat kunnen bevatten;2;
18571;REK;achttien;ik ben 2x zo oud als Jeroen.Over 6 jr.hebben onze leeftijden dezelfde 2 cijfers.Hoe oud is Jeroen nu;2;
18572;REK;achttien;pot m.31 snoepjes.Dag 1:M n.3/4 vh aant.dat J nam.Dag 2:M n.2/3 vh aant.v.J.Nu leeg.Hoev.J;3;
18573;REK;c;A,B,C,D,E bakken pk op di+wo. A24,B25,C26,D27,E28.Na woensdag heeft iemand 2x zoveel koekjes als op dinsdag,iemand 3x zoveel, iemand 4 keer zoveel en iemand 5x zoveel. Wie bakte op dinsdag de meeste pk.;3;
18574;REK;dertien;1 m3 wat.kost EUR 1,29.Als ik 8,5 min.douche m.douchekop die 12 l.wat.p.min.gebr.hoev.cent kost d.doucheb.;2;
18575;REK;dertien;boerderij:kippen hebben samen evenveel poten als varkens.Totaal 39 beesten.Hoev.varkens;2;
18576;REK;dertien;fruitmand m.25 st.fruit. A eet 1 appel+3 per.,B.3 app.+2 peren. Nu evenv.app.als per.Hoev.peren oorspr.i.mand;1;
18577;REK;dertien;pot m.31 snoepjes.Dag 1:M n.3/4 vh aant.dat J nam.Dag 2:M n.2/3 vh aant.v.J.Nu leeg.Hoev.M;3;
18578;REK;dertien;zak m.12 rode,8 gele en 6 witte knikkers.Hoev.kn. moet je geblindd.pakken voor niet allemaal dezelfde kleur;1;
18579;REK;dertig;A en B lopen elk.tegem.over 18 km.lange weg. Na 1,5 u. zijn ze nog 4,5 km.v.elk.verw. Na hoev.min.ontm.ze elk.;3;
18580;REK;dertig;ik mix cola en rum in verhouding 1:3.Rum:40% alcohol.Wat alcoholperc.vd mixdrank ;2;
18581;REK;dertig;Marjo en Yenni fietsen van A'dam n.Bussum = 30 km. Marjo: 15 km.p.u.,Yenni 20 km.p.u.Hoev.min.is Y.eerder;1;
18582;REK;dertig;oma h.koek gebakken,m.weet niet of er 3,5 of 6 kleink.komen. In hoev.plakjes snijden om ieder evenv.te geven;2;
18583;REK;dertig;straat is 196 m.lang.Aan beide kanten bomen m.tussenruimte v.14 m.Hoeveel bomen in de straat;3;
18584;REK;dertig;vat w.gevuld met 100 l.wijn,deel v.2 eur.p.lit.,deel v.3 eur.p.l.Waarde EUR.230.Hoev.l.van 3 euro ;2;
18585;REK;drie;1 appel+2 ban.wegen evenveel als 8 citr.3 app.+1 ban.wegen evenv.als 9 citr.Vraag: 1 ban.weegt evenv.als ….citr.;3;
18586;REK;drie;3 gebakjes kosten EUR 6 meer dan 1 gebakje. Hoeveel euro kost 1 gebakje;1;
18587;REK;drie;9 parels van 1,2,3,4,5,6,7,8,9 gram. Ik maak 4 ringen m.2 parels van 17,13,7 en 5 gr.Gewicht overbl.parel ;1;
18588;REK;drie;examen: kand.halen gem. 6 pnt. 60% is geslaagd m.gem.score v.8 pnt. Gem.score vd niet-geslaagden ;2;
18589;REK;drie;hondenuitlaters+honden:54 benen en poten en 12 staarten. Hoeveel uitlaters;1;
18590;REK;drie;in klas 10 leerlingen.Juf geeft meisjes evenveel snoepjes en houdt 3 over.Hoev.jongens in klas;1;
18591;REK;drie;in tuin paaltjes met 1 kraai,maar 1 kraai geen paaltje.Maar 2 op 1 paaltje,dan 1 p.leeg.Hoev.paaltjes;1;
18592;REK;drie;jurk wordt in prijs verlaagd van EUR 140 naar EUR 135,80. Hoeveel procent is dat?;1;
18593;REK;drie;vader:als ik leeft.v.kinderen vermenigv.is uitk.1664. Jongste half zo oud als oudste.Hoev.kind.;3;
18594;REK;drie;vliegtuig tankinhoud 24000 kg.brandstof. Miniatuur vh vliegtuig 1:20. Tankinhoud miniatuurvl.in kg.=;3;
18595;REK;drie1/2;Vader,Moeder,Zoon lopen samen 27 km. Moeder 3x zoveel als Zoon,Vader 2 1/2 km. meer als Moeder.Hoeveel km. liep Zoon;3;
18596;REK;drieendertig;105 tennissers: vd aanwezige vrouwen vormt 60% koppel met 80% vd aanwezige mannen. Hoeveel personen staan er aan de kant? (60 vrouwen, 45 mannen);3;
18597;REK;drieentwintig;Marjo 6 kleink.m.verschill.leeftijden. Samen 120 jaar. Annelotte oudste.Hoe oud moet A.minimaal zijn;2;
18598;REK;drieentwintig,75;ik koop hoed voor EUR 148,75 incl.BTW. Hoeveel bedraagt het BTW-bedrag;2;
18599;REK;drieenveertig;A loopt 5 r.per 12 min.B 3 r.per 10 min.Zij starten gelijk.Hoev.r.samen als zij w.gelijk ov.finish k.;2;
18600;REK;driehonderd;rivier A +B samen 850 km. A 250 km. langer dan B. Hoe lang is B;1;
18601;REK;driehonderdveertien;wiel m.diameter van 1 m. wordt 100 keer gedraaid.Afgelegde afstand in m.;2;
18602;REK;een;hoe groot is verschil tussen kleinste getal v. 5 cijfers en grootste getal v. 4 cijfers;1;
18603;REK;een;rij SLAEF:S lat.a/d beurt d.A,L eerder d.S en meteen na E,E eerder d. A,m.niet vooraan.Op w.pl.F;1;
18604;REK;een;uitk.7x7x7x7x7 is getal dat eindigt op 7.Bij rij met 100 zevens, op welk cijfer eindigt dan uitkomst.;3;
18605;REK;eenendertig;bak w.d.4 riv.gevuld:A= 1 d.vol,B=2 d.C=3d.D=4 d.Tegelijk=11u.+hoev.min.;3;
18606;REK;eenentachtig;paaltje v.3 m.hoog=schaduw 12 cm.Toren h.schaduw v.324 cm.Hoe hoog is toren;1;
18607;REK;eenentwintig;30 pers. m.vakantie. Reis kost voor volwassene  EUR 126, voor kind de helft. Totaal te betalen EUR 2457. Hoeveel kinderen gaan mee;3;
18608;REK;eenentwintig;35 tomaten klein en groot door elkaar.Verhouding klein/groot 2:3. Hoev.grote;1;
18609;REK;eenentwintig;wortel van de wortel uit 194.481;2;
18610;REK;eenenzestig;ik, zoon Marc en dochter Roos samen 100 jr.Marc 24 jr.jonger als ik en 35 jr.ouder als Roos.Hoe oud ben ik;1;
18611;REK;elf;gekleurd parelsnoer: B,W,R,W,G,W en dan weer B,W etc. Snoer begint en eindigt m.B. 30 witte parels.Hoeveel blauwe;3;
18612;REK;honderd;2 kip+3 haan kosten 15,50. 3 kip+2 haan kosten 14,50. Prijsverschil tussen kip en haan in centen;2;
18613;REK;honderdeen;getal van 2 cijfers.Dezelfde 2 cijfers er achter.Hoev.keer zo groot is dat getal v.4 cijfers;1;
18614;REK;honderdtweeennegentig;als je alle getallen van 1 t/m 100 opschrijft en voor elk cijfer 1 hokje gebruikt,hoev.hokjes heb je dan nodig;1;
18615;REK;negen;60% v.tennissers gaat per fiets n.club = 45 pers.12% per auto = hoeveel pers.;1;
18616;REK;negen;vier auto’s rijden tegelijk een rotonde op vanuit verschillende richtingen. Geen enkele auto rijdt een volledige ronde en in elke richting verlaat één auto de rotonde. Hoeveel verschillende manieren om de rotonde te verlaten zijn er voor de vier auto’s?;3;
18617;REK;negenennegentig;11 beeldhouwers maken in 3,5 jr.tijd 450 beelden.Hoeveel beeldhouwers zijn nodig om in 7 jr.8100 beelden te maken;1;
18618;REK;negenentachtig;ik maak een rekenfout: ik vermenigvuldig een getal met 7, maar had moeten delen.Uitkomst 4361. Oorspr.getal?;1;
18619;REK;negenhonderd;810 gedeeld door negentiende;1;
18620;REK;negenhonderdzeven;alle getallen v.3 cijfers die opgeteld 8 zijn. Kleinste begint niet met 0. Som v.laagste en hoogste getal=;2;
18621;REK;negentien;getal van 2 cijfers: deel getal door voorste.Wat is grootst mogelijke uitkomst;1;
18622;REK;negentig;meloen van 1 kg. Bevat 's ochtends 95% water. Hete dag,water verdampt,'s avonds nog 1 pond.Percentage water?;3;
18623;REK;negentig;koek weegt 180 gram en wordt in 4 stukken gesneden. Grootste stuk weegt net zov.als andere 3 samen.Hoev.;1;
18624;REK;nul;getal van 5 cijfers bij elkaar opgeteld 4.Hoeveel als je de cijfers vermenigvuldigt;1;
18625;REK;nul;M.is over 3 jr.3x zo oud als 3 jr.geleden. Over 2jr.is Jan 2x zo oud als 2 jr.terug.Hoev.jr.is M ouder dan J.;2;
18626;REK;tachtig;ik laat foto inlijsten. Lijstje is overal 10 cm. Breed.Hoeveel cm.is omtrek groter geworden;1;
18627;REK;tachtig;koffer m.5 geldk.Elk geldk.4 portem.met elk 16 eur.Koffer,elk geldk.,elke port.op slot. Hoev.eur met 8 sleutels;2;
18628;REK;tien;7 kinderen eten elke dag ijsje en 9 kinderen om de dag. Gisteren aten 13 kinderen ijsje.Hoeveel vandaag;3;
18629;REK;tien;enquete jan.2016: 875 mensen stemmen 420 op SP. Feb.2016: 324 vd 750 stemmen SP. Een daling v.hoeveel %;3;
18630;REK;tien;Marc is 2x zo oud als Linde. Over 5 jr.zijn ze samen 40 jr.Hoe oud is Linde nu?;1;
18631;REK;tien;Marjo en ik delen boterh.m.Caro.Marjo h.3 boterh.Ik 5. Caro betaalt 80 ct. Op hoev.cnt.heeft Marjo recht;3;
18632;REK;tien;oma bakt 20 koekjes. Zij versiert 15 m.krenten en 15 m.rozijnen. Hoeveel koekjes zijn m.krenten+rozijnen vers.;1;
18633;REK;tien;trek van getal van 3 cijfers een getal v. 2 cijfers af. Uitkomst 989.Getal van 2 cijfers?;2;
18634;REK;tien;waslijn: voor 3 handdoeken zijn 4 knijpers nodig. Hoeveel voor 9;1;
18635;REK;tien;wortel uit 5 keer wortel uit 20 (hetzelfde als wortel uit 100);2;
18636;REK;twaalf;7 kaarten 1 t/m 7. Jan pakt 3 k.,Marjo 2.Jan ziet aan zijn k.dat M.'s k.samen even zijn.Hoev.pnt.h.Jans k.samen;3;
18637;REK;twaalf;bak w.d.4 riv.gevuld:A= 1 d.vol,B=2 d.C=3d.D=4 d.Tegelijk=11u.+31m.+hoev.sec.;3;
