number;category;answer;question;m;ignore
3704;REK;zeventienhalf;Een fietser fietst 1 km. Hij heeft 3 minuten wind mee en 4 minuten de wind tegen. Hoeveel km/u had hij gefietst als het windstil was geweest?;2;
3705;SPO;achtentwintig;In welk jaar (minus 1900) werden de Olympische Spelen in Amsterdam gehouden?;2;
3706;SPO;adriaanse,co;Welke voetbalcoach had de bijnaam 'de tiran van tilburg'?;3;
3707;SPO;agassi,andre;Met welke tennisser was de actrice Brooke Shields tot 1999 getrouwd?;2;
3708;SPO;agassi,andre;Welke tennisser wordt bedoeld met 'de vegas kid'?;2;
3709;SPO;albers,christijan;Welke Nederlandse formule-1 coureur reed in 2005 bij Minardi, in 2006 bij Midland en in 2007 bij Spyker?;2;
3710;SPO;aljechin;Tegen wie schaakte Max Euwe om het wereldkampioenschap?;3;
3711;SPO;alkmaar;In welke plaats bevindt zich het vroegere DSB-stadion?;1;
3712;SPO;almelo;Uit welke plaats komt Heracles?;2;
3713;SPO;almere;In welke plaats werd eind 2012 grensrechter Richard Nieuwenhuizen doodgeschopt?;2;
3714;SPO;amelie mauresmo;Wie was de Franse winnares in het enkelspel van Wimbledon 2006, lesbienne, later coach van o.a. Murray (inclusief voornaam)?;2;
3715;SPO;amstel gold race;Wat is de enige Nederlandse wielerklassieker?;1;
3716;SPO;amstelveen;Waar vinden wij het Wagenerstadion?;3;
3717;SPO;angenent;Wie was de winnaar van de laatste Elfstedentocht in 1997? ;1;
3718;SPO;ankie v.grunsven;Wan wie waren Bonfire en Salinero de (dressuur) paarden (inclusief voornaam)?;2;
3719;SPO;anquetil;Wie had de bijnaam 'Monsieur chrono'?;2;
3720;SPO;appelmans;Welke Belgische ex-toptennister heeft de voornaam Sabine?;2;
3721;SPO;aranxta;Wat is de voornaam van de Nederlandse tennister Rus?;2;
3722;SPO;armstrong,lance;Wie was de Amerikaanse wielrenner die 6x achter elkaar Tour de France won, maar in 2012 alle zeges kwijtraakte vanwege dopinggebruik?;1;
3723;SPO;arnhem;Uit welke plaats komt Vitesse?;1;
3724;SPO;arsenal;Bij welke club speelde Dennis Bergkamp tot zijn afscheid in 2006?;2;
3725;SPO;ashe,artur;Wie was de 1e zwarte tennisser die Wimbledon won?;3;
3726;SPO;atletiek;Wat is de moeder van alle sporten?;1;
3727;SPO;ausputzer;Hoe noemt men de laatste man in een voetbalteam (Italiaans: libero). Wat is de Duitse term?;2;
3728;SPO;az;Van welke voetbalclub was Dick Scheringa tot 2009 voorzitter?;1;
3729;SPO;becker;Welke tennisser was de bekendste inwoner van Leimen?;2;
3730;SPO;beckham;Welke Engelse voetballer heeft (o.a.) bijnaam 'spiceboy'?;2;
3731;SPO;benthem,evert v.;Wie won 2x de Elfstedentocht en emigreerde daarna naar Canada?;1;
3732;SPO;bladerunner;Wat was de bijnaam van Oscar Pistorius die met 2 kunstbenen aan de Olympische Spelen wilde meedoen?;3;
3733;SPO;blue jays;Hoe heet de honkbalploeg van Toronto?;3;
3734;SPO;bolletjestrui;Wat is de trui voor de beste klimmer in de Tour de France?;1;
3735;SPO;budd,zola;Welke Zuid-Afrikaanse atlete liep bij de Olympische Spelen van 1984 de 3 km. op blote voeten?;3;
3736;SPO;bulls;Wat is het Amerikaanse profbasketbalteam van Chicago?;3;
3737;SPO;calgary;In welke plaats wonj Yvonne van Gennip bij de Olympische Spelen 3x goud?;2;
3738;SPO;capriati;Welke Amerikaanse tennister, jongste sp.die proffin.haalde,drugs,goud OS92/winn.Aus.2001;2;
3739;SPO;chelsea;Bij welke (Londense) club was Gullit t/m 1997 speler / coach?;3;
3740;SPO;chelsea;Gullit is coach geweest bij 2 Engelse clubs: Newcastle United en … ?;2;
3741;SPO;chicago;Uit welke plaats komt de honkbalploeg White Sox?;3;
3742;SPO;clay,cassius;Wat is de oorspronkelijke naam van bokser Mohamed Ali?;2;
3743;SPO;clijsters,kim;Begin 2000 waren er 2 Belgische toptennisters. Justine Henin was de Waalse, maar wie was de Vlaamse?;1;
3744;SPO;concours-hippique;Hoe heet een wedstrijd voor springruiters?;1;
3745;SPO;connors;Wie was de voorganger van Federer als langste onafgebroken nummer 1 van de wereldranglijst tennis?;3;
3746;SPO;coppi;Welke Italiaanse wielrenner had de bijnaam 'campionissimo'?;3;
3747;SPO;cricket;Welke sport: VRA, Rood en Wit, HBS?;2;
3748;SPO;croquet;Hoe heet het balspel waarbij houten ballen met een houten hamer door poortjes naar de eindpaal moeten worden gespeeld?;3;
3749;SPO;cruijff;Wan wie is uitspraak 'als ik zou willen dat je het begreep zou ik het wel beter uitleggen'?;2;
3750;SPO;cruijff;Van wie is uitspraak 'voetbal doe je met je hoofd. De bal gaat nu eenmaal sneller dan de benen'?;2;
3751;SPO;curling;Welke sport die lijkt op jeu de boule / petanque wordt op ijs gespeeld?;2;
3752;SPO;dammen;In welke sport is Jannes van der Wal wereldkampioen geweest?;2;
3753;SPO;davis,shani;2 Amerikanen doorbraken in 2004 de Nederlandse hegemonie allround-schaatsen. Wie was de zwarte Amerikaan?;2;
3754;SPO;deckers,daphne;Met wie is Ricard Krajicek getrouwd?;2;
3755;SPO;deersum;Uit welke plaats komt Ids Postma?;3;
3756;SPO;denemarken;Welke nationaliteit heeft Caroline Wozniacki, ooit nr. 1 van de wereldranglijst tennis bij de vrouwen?;2;
3757;SPO;detroit;Uit welke statd komt de honkbalploeg Tigers?;3;
3758;SPO;deventer;Uit welke plaats komt Go Ahead Eagles?;1;
3759;SPO;dil,ruud;Wat is de oorsprongkelijke achternaam van Ruud Gulitt?;3;
3760;SPO;djokovic;De volgende heren die alle Grand Slams wonnen: Budge, Laver, Perry, Emerson, Agassi, Federer, Nadal en … ?;1;
3761;SPO;doetinchem;Waar is stadion de Vijverberg?;1;
3762;SPO;drachten;"Voor welke plaats kwam / komt skutsje ""d'halve maen"" uit?";3;
3763;SPO;eagle;Hoe noemt men een 'hole in 2 minder dan par' ?;2;
3764;SPO;ecclestone,bernie;Wie was de eigenaar en grote man achter de commerciele opmars van Formule-1?;2;
3765;SPO;edberg,stefan;In 1988, 1989 en 1990 ging de Wimbledonfinale tussen Becker en … ?;2;
3766;SPO;edberg,stefan;Welke Zweed won na Bjorn Borg Wimbledon?;2;
3767;SPO;eden,jaap;Wie was de 1e Nederlandse WK-allround schaatsen in 1893?;3;
3768;SPO;edward;2 voetballende broers Metgod: wie van de 2 was de keeper?;3;
3769;SPO;egalite;Hoe heet deuce (uit het tennis) in het Frans?;2;
3770;SPO;eindhoven;Aan welke stad is Paul Haarhuis ereburger (sinds 1996)?;2;
3771;SPO;einstand;Hoe het deuce (uit het tennis) in het Duits?;1;
3772;SPO;elis lichtlee;Wie was de Nederlandse winnares keirin op de Olympische Spelen van 2016 in Rio (inclusief voornaam)?;3;
3773;SPO;eltingh;Welke Nederlands koppel werd wereldkampioen tennis in het dubbelspel? Haarhuis en … ?;1;
3774;SPO;embassy;Hoe heet het officieuze wereldkampioenschap darts?;2;
3775;SPO;emirates stadium;Hoe heet het stadion van Arsenal?;2;
3776;SPO;emmen;Wat is de naam van de enige profvoetbalclub in Drenthe?;1;
3777;SPO;en garde;Wat zegt de arbiter bij schermen als teken dat begonnen mag worden?;3;
3778;SPO;enke;Welke reservekeeper van het Duitse voetbalelftal pleegde in 2009 zelfmoord vanwege depressiviteit?;2;
3779;SPO;epke zonderland;Wie was de Nederlandse winnaar op de rekstok bij de Olympische Spelen van 2012 (inclusief voornaam)?;2;
3780;SPO;eriksson;In 2000 stelde Engeland voor het eerst een buitenlandse bondscoach aan. Wie was hij?;3;
3781;SPO;erwin;2 eerst voetballende en later coachende broers Koeman zijn Ronald en … ?;2;
3782;SPO;espanol;Wat is de 2e profclub van Barcelona naast FC Barcelona?;2;
3783;SPO;est,wim v.;Welke wielrenner had de bijnaam 'IJzeren Willem'?;2;
3784;SPO;eto'o;Welke voetballer had de bijnaam 'de gazelle uit kameroen'?;3;
3785;SPO;eurlings;Wie was de opvolger van Willem-Alexander als lid van het IOC (van 2013-2018)?;2;
3786;SPO;euroborg;Hoe heet het stadion van FC Groningen?;2;
3787;SPO;eusebio;Welke voetballer wordt bedoeld met 'de parel van Mozambique'?;2;
3788;SPO;euwe;Welke Nederlander werd ooit WK-schaken?;1;
3789;SPO;everton;Wat is de 2e profclub uit Liverpool naast FC Liverpool?;2;
3790;SPO;excelsior;Welke voetbalclub bespeelt Woudestein?;2;
3791;SPO;excelsior;Welke Rotterdamse voetbalclub is filiaal van Feijenoord?;1;
3792;SPO;federation cup;Hoe heet de Daviscup voor vrouwen?;2;
3793;SPO;feijenoord;Wat was de 1e Nederlandse voetbalclub die de EC-1 (nu Championsleague) won (1970)?;1;
3794;SPO;ferrero;Van wie verloor Verkerk de HE-finale op Roland Garros in 2003?;2;
3795;SPO;fignon,laurent;Welke Franse wielrenner had de bijnaam 'monsieur citron (chagrijn)' en verloor de Tour met 7 seconden achterstand?;3;
3796;SPO;fiorentina;Welke Italiaanse voetbalclub uit de serie A is afkomstig uit Florence?;2;
3797;SPO;fischer,bobby;Wie werd de 1e Amerikaanse WK-schaken door winst op Spasski?;3;
3798;SPO;floret;In de schermsport zijn er 3 onderdelen: sabel, degen en … ?;3;
3799;SPO;fordham,andy;Welke Engelse darter heeft / had de bijnaam 'the viking'?;3;
3800;SPO;fosbury;Naar wie is de achterwaartse sprong bij hoogspringen genoemd?;2;
3801;SPO;fraser,dawn;Welke zwemster zwom de 100 meter vrije slag als eerste onder de 1 minuut?;3;
3802;SPO;full-back;Hoe wordt de laatste verdediger in een rugbyteam genoemd?;3;
3803;SPO;gelder,yuri v.;Welke turner had de bijnaam 'lord of the rings'? Hij werd 3x achter elkaar EK ringen … ?;2;
3804;SPO;gerets;Welke Belgische ex-PSV-voetballer was tot 2002-2003 trainer van PSV?;2;
3805;SPO;giro;Hoe heet de Ronde van Italie bij het wielrennen?;2;
3806;SPO;gothenburg;Waar is stadion Ullevi?;3;
3807;SPO;graf,steffi;Welke tennister had de bijnaam 'fraulein forehand'?;1;
3808;SPO;grunsven,v.;Welke Nederlandse won bij de Olympische Spelen van 2004 goud bij de dressuur?;1;
3809;SPO;grunsven,v.;Wie won met Bonfire 2x Olympisch goud?;2;
3810;SPO;gullitt;Welke voetballer had de bijnaam 'de zwarte tulp'?;2;
3811;SPO;haantje;Welk dier is de mascotte van het Franse voetbaleftal?;2;
3812;SPO;handbal;In welke sport zijn de volgende clubs actief: E & O, V & L en Tachos?;2;
3813;SPO;hartog,wil;Welke motorcoureur had de bijnaam 'de witte reus'?;2;
3814;SPO;heiden,eric;Wie won bij de Olympische Spelen van 1980 alle gouden medailles schaatsen?;2;
3815;SPO;henin,justine;Vanaf 2000 waren er 2 Belgische toptennisters, die beiden onlangs weer begonnen. Kim Clijsters is de Vlaamse. Wie is de Waalse?;1;
3816;SPO;ibrahimovic;Welke Zweedse voetballen speelde bij Ajax en daarna achtereenvolgens bij Juve, PSG, Manchester United en LA Galaxy?;1;
3817;SPO;icedome;Wat is de naam van het schaatsstadion dat 2013 in Almere gebouwd had moeten worden?;3;
3818;SPO;ickx,jacky;Welke Belgische autocoureur won 6x de 24 uurs race van Le Mans?;3;
3819;SPO;ids postma;Met wie is schaatster Anni Friesinger officieel getrouwd sinds 2009 (inclusief voornaam)?;2;
3820;SPO;ierland;Van welk land was Jack Charlton jarenlang de coach?;1;
3821;SPO;ijlst;Wat is de bij de Elfstedentocht de 3e Friese stad op de route?;3;
3822;SPO;ijshockey;In welke sport wordt de strijd om de Stanleycup gespeeld?;2;
3823;SPO;ijshockey;Welke sport (ontstaan in de 2e helft van de 19e eeuw)  is de nationale sport van Canada?;2;
3824;SPO;ijshockey;Uit welke sport komen: Corky de Graauw, Jack de Heer en Larry v. Wieren?;2;
3825;SPO;ijsselmeervogels;Spakenburg heeft 2 zaterdagvoetbalclubs: Spakenburg en … ?;2;
3826;SPO;india;Uit welk land stamt badminton oorspronkelijk?;2;
3827;SPO;indiana;Wat gaat vooraf aan het Amerikaanse profbasketbalteam Pacers?;2;
3828;SPO;indianapolis;In welke Amerikaanse stad wordt de 500 mijl-autorace gehouden?;2;
3829;SPO;indurain;Welke Spaanse wielrenner won 5x achter elkaar de Tour?;2;
3830;SPO;iniesta;Wie scoorde bij het WK-voetbal 2010 het doelpunt in de finale (voor Spanje)?;2;
3831;SPO;inning;Welke honkbalterm wordt gebruikt voor beide partijen (1x slagpartij en 1x veldpartij)?;2;
3832;SPO;inter;Hoe heet de 2e club Milaan naast AC Milan?;2;
3833;SPO;inzell;In welke plaats in Beieren vinden we de Max Aicher Arena van het Ludwig Schwabel Eisstadion?;3;
3834;SPO;ioc;Waarvan was Samaranch tot 2001 voorzitter?;2;
3835;SPO;ippon;Hoe het het scoren van een vol punt bij judo?;2;
3836;SPO;israel;Wie scoorde voor Feijenoord het 1e doelpunt in 1e EC-zege (1970)?;2;
3837;SPO;israel;Wie had de bijnaam 'ijzeren rinus'?;2;
3838;SPO;istanbul;Uit welke plaats komt Fehnerbahce?;2;
3839;SPO;istanbul;Uit welke plaats komt Galatasaray?;2;
3840;SPO;italie;Voor welk land kwam het beroemde Blue Team uit in het bridgen?;3;
3841;SPO;italie;Over welk land gaat het bij Azzurri?;2;
3842;SPO;italie;In welk land werden de Olympische Winterspelen van 2006 gehouden?;1;
3843;SPO;ivanovic;Wie is de beste Servische tennisser ooit?;1;
3844;SPO;ivoorkust;Uit welk land zijn de broers Kalou (beide bij Feijenoord) afkomstig?;3;
3845;SPO;jol;Welke voetbaltrainer (in 2009 / 2010 coach van Ajax), heeft de bijnaam 'big martin'?;2;
3846;SPO;jong,mark de;Hoe heet de tenniscoach die werd veroordeeld tot 20 jaar cel van de moord op zakenman Koen Everink?;2;
3847;SPO;jordania,mareb;Welke Georgische miljonair gaf Vitesse miljoenen om de club in 2013 kampioen van Nederland te maken?;3;
3848;SPO;judo;In welke sport komen de termen 'ippon' en 'wasari' voor?;1;
3849;SPO;kaatsen;sport,die uitsluitend in Friesland wordt beoefend;1;x
3850;SPO;kameroen;Uit welk land is Eto'o, ooit spits van FC Barcelona, Inter en Anzhi oorspronkelijk afkomstig?;3;
3851;SPO;kerkhof,willy vd;Welke voetballer had de bijnaam 'de stofzuiger'?;3;
3852;SPO;kindvall;Welke Zweedse spits scoorde voor Feyenoord in de EC-finale van 1970?;3;
3853;SPO;kitzbuhel;Bij welke plaats worden de Hanekamrennen gehouden?;2;
3854;SPO;kleemann;Gunda Niemann begon haar schaatscarriere als Gunda … ?;3;
3855;SPO;kleine,piet;Welke Drentse postbode werd Olympisch kampioen in 1976 en daarna marathonschaatser?;2;
3856;SPO;knoest,de;Wat was de bijnaam van spits Dick Tol bij Volendam?;3;
3857;SPO;koeman;Wie was de opvolger van Mario Been als hoofdtrainer van Feyenoord?;2;
3858;SPO;koeman,ronald;Wie is de Nederlandse voetballer die in Barcelona sneeuwvlokje werd genoemd?;1;
3859;SPO;krienbuhl,franz;Hoe heet de Zwitserse veteraan die het aerodynamisch schaatspak introduceerde?;3;
3860;SPO;kromme;Wat is de bijnaam van Willem v. Hanegem?;1;
3861;SPO;kromowidjojo;Wie was de Nederlands Olympisch kampioene in Londen 2012 op de 50 en 100 meter vrije slag dames?;1;
3862;SPO;kuerten;Welke Braziliaanse qualifier won Roland Garros in 1997?;2;
3863;SPO;kuerten;Van wie is uitspraak (na zijn eindzege op Roland Garros) 'God is een Braziliaan en hij houdt niet alleen van voetbal'?;3;
3864;SPO;kuiphof;Welke commentator zei naar aanleiding van WK-finale 1974 na het doelpunt van Muller: 'zijn we er dan toch ingetuind'?;3;
3865;SPO;langeleegte;Hoe heet het stadion van ex-betaaldvoetbalclub Veendam?;2;
3866;SPO;langen,ellen v.;Wie was 1e Nederlandse hardloopster die goud won bij Olympische Spelen na Fanny?;3;
3867;SPO;laver,rod;Naar wie is hoofdstadion in Melbourne genoemd waar de Australian Open wordt gespeeld?;2;
3868;SPO;laver,rod;Wie won bij heren zowel in 1962 als 1969 alle Grand-Slamtoernooien tennis?;3;
3869;SPO;lazio;Wat is de 2e profclub van Rome naast AS Roma?;2;
3870;SPO;leerdam;Wie is Nederlands recordhouder 1000 meter schaatsen bij de vrouwen (sinds 2020)?;3;
3871;SPO;leeuwarden;Uit welke plaats komt Cambuur?;1;
3872;SPO;lemmer;Uit welke plaats komt Ritsma?;2;
3873;SPO;lewis,carl;Wie werd in 1999 verkozen tot 'atleet van de 20e eeuw'?;2;
3874;SPO;lichtlee;Wie was de Nederlandse winnares keirin bij de Olympische Spelen van 2016 in Rio?;3;
3875;SPO;lieke martens;Wie kreeg de prijs 'beste speler van het toernooi' bij het EK-voetbal 2017 voor de dames (inclusief voornaam)?;1;
3876;SPO;lionel;Wat is de voornaam van Messi (meerdere malen beste voetballer ter wereld)?;1;
3877;SPO;lissabon;In welke plaats is het Estadio da Luz?;3;
3878;SPO;litmanen;Welke Fin speelde bij Ajax, vertrok naar Barcelona en keerde in 2002 terug?;2;
3879;SPO;liverpool;Van welke Engelse voetbalclub is 'you will never walk alone' een soort clublied geworden?;2;
3880;SPO;loen,john v.;Welke voetballer had de bijnaam 'de vuurtoren'?;3;
3881;SPO;lollies;Waarop stapte Cruijff over toen hij stopte met roken?;1;
3882;SPO;londen;In welke plaats won Fanny Blankers-Koen bij de Olympische Spelen in 1948 4x goud?;2;
3883;SPO;longo,jeannie;Welke Franse wielrenster (geborden in1958) won goud bij de Olympische Spelen van 1996, won 3x de Tour feminin en was werelduurrecordhoudster?;2;
3884;SPO;loos,rebecca;Welke Nederlandse diplomaatdochter (biseksueel) beweerde sex met David Beckham te hebben gehad?;2;
3885;SPO;luxemburg;Uit welk land zijn de wielrennende broers Schleck afkomstig?;2;
3886;SPO;maastricht;Waar is de Geusselt?;2;
3887;SPO;marwijk,v.;Wie was de opvolger van Basten als bondscoach bij het Nederlands elftal?;3;
3888;SPO;michaela;Wat is de voornaam van de kleine kraai (Richard is de grote)?;2;
3889;SPO;minnesota;Uit welke plaats komt de honkbalploeg 'Twins'?;3;
3890;SPO;muller,peter;Met welke schaatscoach is Marianne Timmer getrouwd geweest (getrouwd 2001)?;2;
3891;SPO;munck,frans de;Wie wordt bedoeld met de Zwarte panter?;2;
3892;SPO;nac;Hoe heet de profvoetbalclub uit Breda?;1;
3893;SPO;nadal;Wie won bij de heren Roland Garros in 2005/6/7?;2;
3894;SPO;nalbandian;Welke Argentijnse tennisser had de bijnaam 'the diesel'?;3;
3895;SPO;nandrolon;Welk stimuleringsmiddel gebruikten Davids, de Boer en Stam?;2;
3896;SPO;nanninga,dick;Wie scoorde er tijdens het WK-voetbal van 78 bij Nederland-Argentinie voor Nederland?;3;
3897;SPO;navratilova;Welke tennister won tussen 1982-1987 6x achter elkaar Wimbledon?;2;
3898;SPO;neeskens,johan;Wie scoorde tijden de WK-finale voetbal in 1974 voor Nederland uit een penalty?;2;
3899;SPO;negen;Hoeveel innings duurt een honkbalwedstrijd zonder verlenging?;2;
3900;SPO;negende;De Olympische Spelen van 1928 in Amsterdam waren de hoeveelste Olympische Spelen sinds de herinvoering?;3;
3901;SPO;negenmetervijftien;Wat is bij het voetbal de afstand (m / cm) waarop muurtje minimaal moet staan bij directe vrije schop?;2;
3902;SPO;nel;Hoe heet de op 1 na hoogste troefkaart bij klaverjassen?;1;
3903;SPO;newcastle united;Ruud Gullit is coach geweest bij 2 Engelse clubs: Chelsea en … ?;3;
3904;SPO;nibali;Wie was de (Italiaanse) winnaar bij de Tour de France 2014 en Giro 2013 en 2016?;2;
3905;SPO;nicoline;Wat is de voornaam van Sauerbrey, winnares parallel-slalom snowboard bij de Olympische Spelen van 2010?;2;
3906;SPO;nijdam;Welke wielrenner had de bijnaam 'snelle jelle'?;3;
3907;SPO;noorwegen;Uit welk land komt Magnus Carlsen (WK schaken)?;2;
3908;SPO;novak;Wat is de voornaam van de tennisser Djokovic (o.a. winnaar Australian Open 2008)?;2;
3909;SPO;oekraine;Uit welk land komt Sergei Bubka, wereldrecordhouder polsstokhoogspringen outdoor?;2;
3910;SPO;okker,tom;Welke tennisser wordt bedoeld met 'the flying dutchman'?;2;
3911;SPO;old trafford;Hoe heet het stadion van Manchester United?;2;
3912;SPO;oldeheuvel;Wat is de achternaam van de 2 schaatsende broers: Wouter en Remco … ?;3;
3913;SPO;olivier;De Belische tennisbroers Rochus zijn: Christophe en … ?;2;
3914;SPO;olympic oval;Hoe heet de schaatspiste in Calgary?;2;
3915;SPO;olympique marseille;Van welke voetbalclub was Bernard Tapie de corrupte voorzitter?;2;
3916;SPO;ommen;Uit welke plaats komt Reinier Paping?;2;
3917;SPO;oostenrijk;Voor welk land kwam ten Kortenaer uit bij het WK-allround schaatsen in 2000?;2;
3918;SPO;oslo;In welke plaats ligt het Bislett-stadion?;2;
3919;SPO;oude dame;Wat is de bijnaam van voetbalclub Juventus?;1;
3920;SPO;overmars,marc;Welke voetballer werd bij Ajax 'miep-miep' genoemd vanwege zijn snelheid?;2;
3921;SPO;owens,jesse;Wie was op de Olympische Spelen van Berlijn in 1936 winnaar op de 100 en 200 m en bij het verspringen?;3;
3922;SPO;oxford;De jaarlijkse roeiwedstrijd op de Theems gaat tussen Cambridge en … ?;2;
3923;SPO;panathinaikos;Wie versloeg Ajax in de 1e EC-1 finale?;2;
3924;SPO;paping;Wie was winnaar van de meest barre tocht der tochten in 1963?;2;
3925;SPO;paralympics;Hoe worden de OS voor gehandicapten genoemd?;1;
3926;SPO;paul;Wat is de naam van de inmiddels overleden octopus die de WK-voetbaluitslagen in 2010 (van Duitsland) goed voorspelde?;2;
3927;SPO;pele;Welke voetballer had de bijnaam 'de zwarte parel'?;2;
3928;SPO;pistorius;Welke man wilde met 2 kunstbenen meedoen aan de Olympische Spelen in 2008, maar mocht niet?;3;
3929;SPO;polgar;Wat is de achternaam van de 3 Hongaarse schaakzusjes?;3;
3930;SPO;pontiac;Welk merk horloge droeg Wim van Est bij val in ravijn?;3;
3931;SPO;post,peter;Welke wielrenner won 65x de zesdaagse en werd daarna ploegleider?;2;
3932;SPO;prost;Welke autocoureur noemde men 'de professor'?;2;
3933;SPO;puck;Hoe heet het balvormige voorwerp waarmee bij ijshockey wordt gespeeld?;1;
3934;SPO;puskas;Welke voetballer had bijnaam 'de galopperende majoor'?;3;
3935;SPO;rafael;Wat is de voornaam van de Spaanse tennisser Nadal, die o.a. 3x achtereen Roland Garros won?;1;
3936;SPO;rafting;Wat is de Amerikaanse term voor wildwatervaren?;2;
3937;SPO;rasmussen;Welke Raborenner (in gele trui) werd in Tour 2007 op non-actief gesteld?;1;
3938;SPO;red sox;Hoe heet de honkbalploeg van Boston?;3;
3939;SPO;reker;Welke voetbalcoach had de bijnaam 'jantje bluf'. Hij was tot 2010 algemeen directeur van PSV?;3;
3940;SPO;rene;2 broers v.d. Kerkhof (ex-PSV en Nederlands elftal): Willie en … ?;2;
3941;SPO;rensenbrink;Wie raakte bij Nederland-Argentinie tijdens het WK-voetbal van 78 in de laatste minuut de paal?;2;
3942;SPO;rensenbrink,rob;Welke Nederlandse voetballer had bijnaam 'het slangenmens'?;2;
3943;SPO;richardson;Wat is de meisjesnaam van de schaatster Heather Bergsma?;3;
3944;SPO;riggs,bobby;Wie was de 1e man die in 1939 Wimbledon won in korte broek?;3;
3945;SPO;rijkaard,frank;Wie was de voorganger van v. Gaal als bondscoach?;2;
3946;SPO;ritsma;Wie is de beer uit Lemmer?;1;
3947;SPO;rkc;Hoe heet de voetbalprofclub uit Waalwijk?;2;
3948;SPO;rochus;Wat is de achternaam van de Belgische tennisbroers Olivier en Christophe?;2;
3949;SPO;roda;Hoe heet de betaald voetbalclub uit Kerkrade?;1;
3950;SPO;roda;Welke voetbalclub speelt in stadion Parkstad Limburg?;2;
3951;SPO;rode duivels;Wat is de bijnaam van het voetbalelftal van Belgie?;2;
3952;SPO;roland garros;Hoe heet het tennispark in Parijs waar de French Open wordt gespeeld?;1;
3953;SPO;rosewall,ken;Wie won het 1e proftennistoernooi voor mannen in1968?;3;
3954;SPO;rugby;Welke sport: DIOK, Ascrum en Bassetts?;2;
3955;SPO;ruska,wim;Welke Nederlander werd in 1967 WK judo opvolger van Geesink?;2;
3956;SPO;rutten,fred;Wie werd in maart 2012 ontslagen als hoofdtrainer van PSV en werd in mei 2014 hoofdtrainer van Feijenoord?;2;
3957;SPO;sabatini,gabriela;Welke Argentijnse tennister kocht een blonde pruik om te ontsnappen aan de druk van eenzaamheid en roem?;3;
3958;SPO;sampras;Welke tennisser wordt bedoeld met Pistol Pete?;1;
3959;SPO;sanchez;Naar welke Spaanse tennister met voornaam Aranxta is de Nederlandse tennister Aranxta Rus genoemd?;2;
3960;SPO;sapporo;In welke plaats won Ard Schenk in 1972 3 gouden medailles bij de Olympische Spelen?;3;
3961;SPO;sauerbrey;Wie was de Nederlandse, die bij de Olympische Spelen van 2010 goud won bij de parallel-slalom snowboarden?;2;
3962;SPO;scheringa;Wie was voorzitter en geldschieter van AZ tot 2009 toen zijn bedrijf failliet ging?;1;
3963;SPO;schulting;Wie was sportvrouw van het jaar 2018 (gekozen december 2018)?;2;
3964;SPO;schumacher;Wie was van 2000-2004 WK-formule 1 kampioen?;1;
3965;SPO;seles,monica;Welke tennister werd door een fan van Steffi Graf in de rug gestoken?;2;
3966;SPO;senna;Wie was de F1 coureur die waarschijnlijk verongelukte (en overleed) door het breken van een stuurstang?;2;
3967;SPO;serena;2 tennissende zusjes Williams zijn Venus en … ?;1;
3968;SPO;servie;Uit welk land is tennisser Djokovic afkomstig?;2;
3969;SPO;sharapova;Welke tennister heeft / had de bijnaam 'queen of scream'?;2;
3970;SPO;shields,brooke;Met wie was Andre Agassi getrouwd voor zijn relatie met Steffi Graf?;2;
3971;SPO;shuttle;Wat is de Engelse term voor het pluimpje bij badminton?;1;
3972;SPO;sotchi;In welke plaats werden in 2014 de Olympische Winterspelen gehouden?;2;
3973;SPO;spaak,bob;Wie is de grondlegger van de sportverslaggeving op TV, vader van Studio Sport, overleden in 2011 op 93-jarige leeftijd?;2;
3974;SPO;spijker,de;Wat was de bijnaam van voetballer Adri v. Tiggelen?;3;
3975;SPO;spruitjeskweker;Wat was het beroep van Angenent, toen hij Elfstedentocht won (1997)?;2;
3976;SPO;spyker;Welk Nederlands bedrijf stapte in de Formule-1 door de aankoop van het Midland-team?;3;
3977;SPO;stalman,ria;Wie was na Fanny de 1e Nederlandse atletiekvrouw die goud won bij de Olympische Spelen (discuswerpen). Titel werd later wegens dopinggebuik ingetrokken?;2;
3978;SPO;stam,jaap;"Welke voetballer heeft bijnaam ""'e rots van Kampen' en was coach van PEC en Feijenoord?";2;
3979;SPO;stofzuiger;Wat was de bijnaam van Willy v.d. Kerkhof?;3;
3980;SPO;stompe,co;Welke Amsterdamse trambestuurder drong door tot de wereldtop darts?;3;
3981;SPO;tafeltennis ;Welke sport beoefenen Trinko Keen en Danny Heister?;2;
3982;SPO;terpstra,erica;Wie werd in 2003 gekozen tot voorzitter van NOC / NSF?;1;
3983;SPO;thialf;Wat is de naam van het ijsstadion in Heerenveen?;2;
3984;SPO;tifosi;Hoe noemt men Italiaanse hooligans?;2;
3985;SPO;tilburg;Uit welke plaats komt Willem II?;1;
3986;SPO;timmer,henk;Met welke doelman woont Marianne Timmer sinds 2004 samen?;1;
3987;SPO;timmer,marianne;Welke Nederlansde schaatster won meeste Nederlandse titels sprint (10 keer)?;2;
3988;SPO;tokio;In welke stad hadden de Oympische Zomerspelen van 2020 moeten worden gehouden?;2;
3989;SPO;tol,dick;Welke voetbalspits van Volendam had de bijnaam 'de knoest'?;3;
3990;SPO;toreador;Hoe noemt met een Spaanse stierenvechter (niet degene die stier doodt = matador)?;2;
